OrganisationID,OrganisationCode,OrganisationType,SubType,Sector,OrganisationStatus,IsPimsManaged,OrganisationName,Address1,Address2,Address3,City,County,Postcode,Latitude,Longitude,ParentODSCode,ParentName
18467,NT446,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI St Edmunds Hospital,,St. Marys Square,,Bury St. Edmunds,Suffolk,IP33 2AA,52.24016953,0.719274223,NT4,BMI Healthcare
18468,NT447,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Duchy Hospital,,Queens Road,,Harrogate,North Yorkshire,HG2 0HF,53.98762512,-1.547872186,NT4,BMI Healthcare
18469,NT448,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Huddersfield Hospital,,Birkby Hall Road,,Huddersfield,West Yorkshire,HD2 2BL,53.65837097,-1.79874289,NT4,BMI Healthcare
18470,NT449,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Lancaster Hospital,,Meadowside,,Lancaster,Lancashire,LA1 3RH,54.04328918,-2.795165777,NT4,BMI Healthcare
18471,NT450,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Lincoln Hospital,,Nettleham Road,,Lincoln,Lincolnshire,LN2 1QU,53.23793411,-0.533345282,NT4,BMI Healthcare
18472,NT451,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI The Cavell Hospital,Cavell Drive,Uplands Park Road,,Enfield,Middlesex,EN2 7PR,51.65920639,-0.101232126,NT4,BMI Healthcare
18476,NT455,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Mount Alvernia Hospital,46 Harvey Road,,,Guildford,Surrey,GU1 3LX,51.23592758,-0.564241827,NT4,BMI Healthcare
18618,NTN01,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Potters Bar,,190 Barnet Road,,Potters Bar,Hertfordshire,EN6 2SE,51.68613052,-0.178675473,NTN,Priory Group Limited
18619,NTN02,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital St Neots,Howitts Lane,Eynesbury,,St Neots,Cambridgeshire,PE19 2JA,52.2208252,-0.264131039,NTN,Priory Group Limited
18620,NTN03,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hemel Hempstead,Longcroft Lane,Felden,,Hemel Hempstead,,HP3 0BN,51.73241043,-0.498069763,NTN,Priory Group Limited
18621,NTN04,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Heathfield,Tottingworth Park,Broad Oak,,Heathfield,East Sussex,TN21 8UN,50.98192596,0.306597054,NTN,Priory Group Limited
18622,NTN05,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Ticehurst ,,Ticehurst,,Wadhurst,East Sussex,TN5 7HU,51.04956055,0.398392439,NTN,Priory Group Limited
18624,NTN07,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Chelmsford,Stump Lane,Springfield Green,,Chelmsford,Essex,CM1 7SJ,51.74319458,0.487762243,NTN,Priory Group Limited
18625,NTN08,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodbourne Priory Hospital,21 Woodbourne Road,Edgbaston,,Birmingham,West Midlands,B17 8BY,52.47169495,-1.95580709,NTN,Priory Group Limited
18626,NTN09,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Hayes Grove,Prestons Road,Hayes,,Bromley,Kent,BR2 7AS,51.37280273,1.39E-02,NTN,Priory Group Limited
18627,NTN10,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Roehampton,Priory Lane,Roehampton,,London,,SW15 5JJ,51.46247864,-0.251036376,NTN,Priory Group Limited
18628,NTN11,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Woking,,Chobham Road,Knaphill,Woking,Surrey,GU21 2QF,51.31984329,-0.622584879,NTN,Priory Group Limited
18629,NTN12,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Southampton,Hythe Road,Marchwood,,Southampton,Hampshire,SO40 4WU,50.88459778,-1.450331807,NTN,Priory Group Limited
18630,NTN13,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Altrincham,,Rappax Road,Hale,Altrincham,Cheshire,WA15 0NX,53.36694717,-2.327003241,NTN,Priory Group Limited
18631,NTN14,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Preston,Rosemary Lane,Bartle,,Preston,Lancashire,PR4 0HB,53.80106354,-2.783954382,NTN,Priory Group Limited
18633,NTN16,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Brighton and Hove,,14-18 New Church Road,,Brighton & Hove,East Sussex,BN3 4FH,50.82876587,-0.179729372,NTN,Priory Group Limited
18634,NTN23,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Cheadle Royal,,100 Wilmslow Road,,Cheadle,Cheshire,SK8 3DG,53.37493896,-2.221472025,NTN,Priory Group Limited
18635,NTN24,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Middleton St George,,Middleton St George,,Darlington,Durham,DL2 1TS,54.51715469,-1.433450699,NTN,Priory Group Limited
18638,NTN27,Hospital,Hospital,Independent Sector,Visible,TRUE,Recovery First Widnes,,Bennett,,Widnes,,WA8 0GT,53.37557983,-2.702101231,NTN,Priory Group Limited
18640,NTN29,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Sturt House,,Sturt,,Walton on the Hill,Surrey,KT20 7RQ,51.2715416,-0.253708154,NTN,Priory Group Limited
18653,NTN38,Hospital,Hospital,Independent Sector,Visible,TRUE,Priory Hospital Bristol,,Heath House Lane,Stapleton,Bristol,Avon,BS16 1EQ,51.47973633,-2.566757441,NTN,Priory Group Limited
18656,NTP11,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Royal South Hants Hospital ,c/o Care UK - Level C,Southampton NHS Treatment Centre,Brintons Terrace,Southampton,Hampshire,SO14 0YG,50.91246796,-1.396079898,NTP,Care UK
18660,NTP15,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,North East London NHS Treatment Centre,c/o Care UK,King George Hospital,Barley Lane,Ilford,Essex,IG3 8YB,51.58095551,0.110668167,NTP,Care UK
18729,NTV13,Hospital,Hospital,Independent Sector,Visible,TRUE,Leatherhead Community Hospital,Poplar Road,Surrey,,Leatherhead,Surrey,KT22 8SD,51.29505157,-0.320272893,NTV,Central Surrey Health
18731,NTV15,Hospital,Hospital,Independent Sector,Visible,TRUE,Molesey Community Hospital,,High Street,,West Molesey,Surrey,KT8 2LU,51.39754105,-0.372513205,NTV,Central Surrey Health
18732,NTV16,Hospital,Hospital,Independent Sector,Visible,TRUE,New Epsom and Ewell Community Hospital,,West Park Road,Horton Lane,Epsom,Surrey,KT19 8PB,51.34174347,-0.301653087,NTV,Central Surrey Health
18748,NTY04,Hospital,Hospital,Independent Sector,Visible,FALSE,Kneesworth House Hospital,Kneesworth House,Old North Road,Bassingbourn,Royston,Hertfordshire,SG8 5JP,52.07812119,-3.06E-02,NTY,Other Private Healthcare Providers
18749,NTY10,Hospital,Hospital,Independent Sector,Visible,TRUE,All Hallows Hospital,Station Road,Ditchingham,,Bungay,Suffolk,NR35 2QL,52.46634674,1.446393847,NTY,Other Private Healthcare Providers
18750,NTY25,Hospital,Hospital,Independent Sector,Visible,TRUE,Holly House Hospital,High Road,,,Buckhurst Hill,Essex,IG9 5HX,51.62451172,3.20E-02,NTY,Other Private Healthcare Providers
18751,NTY28,Hospital,Hospital,Independent Sector,Visible,TRUE,Highgate Private Hospital,17-19 View Road,,,London,,N6 4DJ,51.57716751,-0.155873492,NTY,Other Private Healthcare Providers
18752,NTY33,Hospital,Hospital,Independent Sector,Visible,FALSE,Royal Hospital For Neuro-Disability,West Hill,,,London,Greater London,SW15 3SW,51.45223999,-0.213661417,NTY,Other Private Healthcare Providers
18755,NTY62,Hospital,Hospital,Independent Sector,Visible,TRUE,Parkside Hospital,53 Parkside,Wimbledon,,London,,SW19 5NX,51.43576431,-0.223569781,NTY,Other Private Healthcare Providers
18758,NTY93,Hospital,Hospital,Independent Sector,Visible,TRUE,Tarporley War Memorial Hospital Trust,14 Park Road,,,Tarporley,Cheshire,CW6 0AP,53.15922928,-2.666753531,NTY,Other Private Healthcare Providers
18761,NT457,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Woodlands Hospital,,Morton Park Way,,Darlington,,DL1 4PL,54.52053452,-1.50479269,NT4,BMI Healthcare
18762,NTYD6,Hospital,Hospital,Independent Sector,Visible,FALSE,Yorkshire Eye Hospital,937 Harrogate Road,,,Bradford,West Yorkshire,BD10 0RD,53.83247757,-1.710436702,NTY,Other Private Healthcare Providers
18765,NTYF2,Hospital,Hospital,Independent Sector,Visible,FALSE,Optegra Birmingham Eye Hospital,Aston University,The Aston Triangle,,Birmingham,West Midlands,B4 7ET,52.48664093,-1.890937567,NTY,Other Private Healthcare Providers
18789,NV201,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital - Maidenhead,Huntercombe Lane South,Taplow,,Maidenhead,Berkshire,SL6 0PQ,51.51879501,-0.659095943,NV2,The Huntercombe Group
18790,NV202,Hospital,Hospital,Independent Sector,Visible,FALSE,The Huntercombe Hospital - Roehampton,Holybourne Avenue,,,London,Greater London,SW15 4JL,51.44780731,-0.241033897,NV2,The Huntercombe Group
18791,NV203,Hospital,Hospital,Independent Sector,Visible,TRUE,The Huntercombe Hospital - Stafford,Ivetsey Bank,Wheaton Aston,,Stafford,Staffordshire,ST19 9QT,52.6944046,-2.23321867,NV2,The Huntercombe Group
18802,NV302,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,CircleBath hospital,Foxcote Avenue,Peasedown St John,,Bath,,BA2 8SF,51.31171036,-2.41733408,NV3,CircleHealth
18806,NV313,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,CircleNottingham NHS Treatment Centre,Nottingham NHS Treatment Centre,Lister Road,,Nottingham,,NG7 2FT,52.94200897,-1.181659937,NV3,CircleHealth
18807,NV323,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,CircleReading hospital,CircleReading,100 Drake Way,,Reading,,RG2 0NE,51.42892838,-0.976431549,NV3,CircleHealth
18819,NV7R1,Hospital,Hospital,Independent Sector,Visible,FALSE,Bupa Cromwell Hospital,162-174 Cromwell Road,,,London,Greater London,SW5 0TU,51.4949379,-0.191463977,NV7,Bupa Group
18826,NVC01,Hospital,Hospital,Independent Sector,Visible,TRUE,Ashtead Hospital,The Warren,,,Ashtead,Surrey,KT21 2SB,51.30434036,-0.303277969,NVC,Ramsay Healthcare UK Operations Limited
18827,NVC02,Hospital,Hospital,Independent Sector,Visible,TRUE,The Berkshire Independent Hospital,Swallowscroft,Wensley Road,,Reading,Berkshire,RG1 6UZ,51.44454956,-0.988298833,NVC,Ramsay Healthcare UK Operations Limited
18829,NVC04,Hospital,Hospital,Independent Sector,Visible,TRUE,Duchy Hospital,Penventinnie Lane,,,Truro,Cornwall,TR1 3UP,50.26794434,-5.093553543,NVC,Ramsay Healthcare UK Operations Limited
18830,NVC05,Hospital,Hospital,Independent Sector,Visible,TRUE,Euxton Hall Hospital,Wigan Road,Euxton,,Chorley,Lancashire,PR7 6DY,53.66098022,-2.676011801,NVC,Ramsay Healthcare UK Operations Limited
18831,NVC06,Hospital,Hospital,Independent Sector,Visible,TRUE,Fitzwilliam Hospital,Milton Way,Bretton,,Peterborough,Cambridgeshire,PE3 9AQ,52.57669449,-0.297540814,NVC,Ramsay Healthcare UK Operations Limited
18832,NVC07,Hospital,Hospital,Independent Sector,Visible,TRUE,Fulwood Hall Hospital,Midgery Lane,Fulwood,,Preston,Lancashire,PR2 9SZ,53.78633118,-2.684005976,NVC,Ramsay Healthcare UK Operations Limited
18833,NVC08,Hospital,Hospital,Independent Sector,Visible,TRUE,Mount Stuart Hospital,St. Vincents Road,,,Torquay,Devon,TQ1 4UP,50.4751091,-3.541743755,NVC,Ramsay Healthcare UK Operations Limited
18834,NVC09,Hospital,Hospital,Independent Sector,Visible,FALSE,New Hall Hospital,Bodenham,,,Salisbury,Wiltshire,SP5 4EY,51.03072739,-1.763814807,NVC,Ramsay Healthcare UK Operations Limited
18836,NVC11,Hospital,Hospital,Independent Sector,Visible,TRUE,North Downs Hospital,46 Tupwood Lane,,,Caterham,Surrey,CR3 6DP,51.27354813,-7.92E-02,NVC,Ramsay Healthcare UK Operations Limited
18837,NVC12,Hospital,Hospital,Independent Sector,Visible,TRUE,Oaklands Hospital,19 Lancaster Road,,,Salford,Greater Manchester,M6 8AQ,53.49230194,-2.321049213,NVC,Ramsay Healthcare UK Operations Limited
18838,NVC13,Hospital,Hospital,Independent Sector,Visible,TRUE,Oaks Hospital,Oaks Place,Mile End Road,,Colchester,Essex,CO4 5XR,51.90629959,0.894992948,NVC,Ramsay Healthcare UK Operations Limited
18839,NVC14,Hospital,Hospital,Independent Sector,Visible,TRUE,Park Hill Hospital,Thorne Road,,,Doncaster,South Yorkshire,DN2 5TH,53.53024673,-1.111318946,NVC,Ramsay Healthcare UK Operations Limited
18840,NVC15,Hospital,Hospital,Independent Sector,Visible,TRUE,Pinehill Hospital,,Benslow Lane,,Hitchin,Hertfordshire,SG4 9QZ,51.95029068,-0.262985289,NVC,Ramsay Healthcare UK Operations Limited
18841,NVC16,Hospital,Hospital,Independent Sector,Visible,TRUE,Renacres Hospital,Renacres Lane,Halsall,,Ormskirk,Lancashire,L39 8SE,53.60015869,-2.950608015,NVC,Ramsay Healthcare UK Operations Limited
18842,NVC17,Hospital,Hospital,Independent Sector,Visible,TRUE,Rowley Hall Hospital,Rowley Avenue,,,Stafford,Staffordshire,ST17 9AQ,52.79494095,-2.126563787,NVC,Ramsay Healthcare UK Operations Limited
18843,NVC18,Hospital,Hospital,Independent Sector,Visible,TRUE,Springfield Hospital,Lawn Lane,,,Chelmsford,Essex,CM1 7GU,51.75347137,0.484979868,NVC,Ramsay Healthcare UK Operations Limited
18844,NVC19,Hospital,Hospital,Independent Sector,Visible,TRUE,Rivers Hospital,High Wych Road,,,Sawbridgeworth,Hertfordshire,CM21 0HH,51.80708694,0.130514652,NVC,Ramsay Healthcare UK Operations Limited
18846,NVC21,Hospital,Hospital,Independent Sector,Visible,TRUE,West Midlands Hospital,Colman Hill,,,Halesowen,West Midlands,B63 2AH,52.45765305,-2.076615334,NVC,Ramsay Healthcare UK Operations Limited
18847,NVC22,Hospital,Hospital,Independent Sector,Visible,TRUE,Winfield Hospital,Tewkesbury Road,Longford,,Gloucester,Gloucestershire,GL2 9WH,51.88056946,-2.242213726,NVC,Ramsay Healthcare UK Operations Limited
18848,NVC23,Hospital,Hospital,Independent Sector,Visible,TRUE,Woodland Hospital,Woodland Hospital,Rothwell Road,,Kettering,Northamptonshire,NN16 8XF,52.41320038,-0.770063937,NVC,Ramsay Healthcare UK Operations Limited
18849,NVC24,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Bodmin NHS Treatment Centre,,Boundary Road,,Bodmin,Cornwall,PL31 2QT,50.46826553,-4.742998123,NVC,Ramsay Healthcare UK Operations Limited
18852,NVC27,Hospital,Hospital,Independent Sector,Visible,TRUE,Boston West Hospital,,Boston West Business Park,Sleaford Road,Boston,Lincolnshire,PE21 8EG,52.97538376,-0.033196561,NVC,Ramsay Healthcare UK Operations Limited
18853,NVC28,Hospital,Hospital,Independent Sector,Visible,TRUE,Clifton Park Hospital,Bluebeck Drive,Shipton Road,,York,North Yorkshire,YO30 5RA,53.97828674,-1.114667416,NVC,Ramsay Healthcare UK Operations Limited
18854,NVC29,Hospital,Hospital,Independent Sector,Visible,TRUE,Cobalt Hospital,,The Silverlink North,,Newcastle Upon Tyne,,NE27 0BY,55.02406693,-1.510495901,NVC,Ramsay Healthcare UK Operations Limited
18855,NVC31,Hospital,Hospital,Independent Sector,Visible,TRUE,Blakelands Hospital,Smeaton Close,Blakelands,,Milton Keynes,Buckinghamshire,MK14 5HR,52.07442474,-0.742682993,NVC,Ramsay Healthcare UK Operations Limited
18863,NVC40,Hospital,Hospital,Independent Sector,Visible,TRUE,Nottingham Woodthorpe Hospital,748 Mansfield Road,Woodthorpe,,Nottingham,Nottinghamshire,NG5 3FZ,52.99048233,-1.138613939,NVC,Ramsay Healthcare UK Operations Limited
18864,NVC44,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,The Westbourne Centre,,53 Church Road,Edgbaston,Birmingham,,B15 3SJ,52.46707916,-1.922581673,NVC,Ramsay Healthcare UK Operations Limited
18866,NVG01,Hospital,Hospital,Independent Sector,Visible,TRUE,Fairfield Independent Hospital,Crank Road,Crank,,St. Helens,Merseyside,WA11 7RS,53.48470688,-2.749866247,NVG,Fairfield Hospital
18875,NW605,Hospital,Hospital,Independent Sector,Visible,TRUE,London Bridge Hospital,27 Tooley Street, ,,London,Greater London,SE1 2PR,51.50630951,-0.085893854,NW6,Hca International
18887,NWF01,Hospital,Hospital,Independent Sector,Visible,TRUE,benenden hospital,Goddards Green Road,Benenden,,Cranbrook,Kent,TN17 4AX,51.08665848,0.616114497,NWF,Benenden Hospital
18910,NXN01,Hospital,Hospital,Independent Sector,Visible,TRUE,BMI Southend Private Hospital,,15-17 Fairfax Drive,,Westcliff on Sea,Essex,SS0 9AG,51.55002594,0.699803293,NT4,BMI Healthcare
18943,NYG06,Hospital,Hospital,Independent Sector,Visible,FALSE,Sussex Community Dermatology Service (Crawley Hospital),Outpatients '1' Department,West Green Drive,,Crawley,West Sussex,RH11 7DH,51.11660004,-0.197560221,NYG,Sussex Community Dermatology Service
39920,R1ARE,Hospital,Hospital,NHS Sector,Visible,TRUE,Evesham Community Hospital,Evesham Community Hospital,Waterside,,Evesham,Worcestershire,WR11 1JT,52.08626175,-1.948670626,R1A,Worcestershire Health and Care NHS Trust
39921,R1ARG,Hospital,Hospital,NHS Sector,Visible,TRUE,Malvern Community Hospital,Malvern Community Hospital,185 Worcester Road,,Malvern,Worcestershire,WR14 1EX,52.12385178,-2.322845221,R1A,Worcestershire Health and Care NHS Trust
39926,R1A07,Hospital,Mental Health Hospital,NHS Sector,Visible,TRUE,Newtown Hospital,,Newtown Road,,Worcester,,WR5 1JG,52.19239044,-2.183108807,R1A,Worcestershire Health and Care NHS Trust
39930,R1D21,Hospital,Hospital,NHS Sector,Visible,TRUE,Ludlow Community Hospital,,Gravel Hill,,Ludlow,Shropshire,SY8 1QX,52.37366486,-2.714419603,R1D,Shropshire Community Health NHS Trust
39931,R1D22,Hospital,Hospital,NHS Sector,Visible,TRUE,Bridgnorth Hospital,,Northgate,,Bridgnorth,Shropshire,WV16 4EU,52.53790283,-2.421488047,R1D,Shropshire Community Health NHS Trust
39932,R1D25,Hospital,Hospital,NHS Sector,Visible,TRUE,Bishop's Castle Community Hospital,Union Street,,,Bishop's Castle,Shropshire,SY9 5AJ,52.49295044,-2.999646664,R1D,Shropshire Community Health NHS Trust
39933,R1D34,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitchurch Community Hospital,,Claypit Street,,Whitchurch,Shropshire,SY13 1NT,52.97274017,-2.679201841,R1D,Shropshire Community Health NHS Trust
39937,R1G01,Hospital,Hospital,NHS Sector,Visible,TRUE,Paignton Community Hospital,,Church Street,,Paignton,Devon,TQ3 3AG,50.43714523,-3.568786621,R1G,Torbay and Southern Devon Health and Care NHS Trust
39938,R1G56,Hospital,Hospital,NHS Sector,Visible,TRUE,Tavistock Community Hospital,,Spring Hill,,Tavistock,Devon,PL19 8LD,50.54718399,-4.153562546,R1G,Torbay and Southern Devon Health and Care NHS Trust
39939,R1G14,Hospital,Hospital,NHS Sector,Visible,TRUE,Totnes Community Hospital,,Coronation Road,,Totnes,Devon,TQ9 5GH,50.43278885,-3.684119701,R1G,Torbay and Southern Devon Health and Care NHS Trust
39940,R1G13,Hospital,Hospital,NHS Sector,Visible,TRUE,Teignmouth Community Hospital,,Mill Lane,,Teignmouth,Devon,TQ14 9BQ,50.54837418,-3.511145592,R1G,Torbay and Southern Devon Health and Care NHS Trust
39941,R1G11,Hospital,Hospital,NHS Sector,Visible,TRUE,Dawlish Community Hospital,,Barton Terrace,,Dawlish,Devon,EX7 9DH,50.58058929,-3.474774122,R1G,Torbay and Southern Devon Health and Care NHS Trust
39942,R1G09,Hospital,Hospital,NHS Sector,Visible,TRUE,Ashburton and Buckfastleigh Community Hospital,,9-15 Eastern Road,,Ashburton,Devon,TQ13 7AP,50.5190773,-3.748553753,R1G,Torbay and Southern Devon Health and Care NHS Trust
39943,R1G54,Hospital,Hospital,NHS Sector,Visible,TRUE,Bovey Tracey Community Hospital,,Furzleigh Lane,,Bovey Tracey,Devon,TQ13 9HJ,50.59799957,-3.676318645,R1G,Torbay and Southern Devon Health and Care NHS Trust
39944,R1G02,Hospital,Hospital,NHS Sector,Visible,TRUE,Brixham Community Hospital,,Greenswood Road,,Brixham,Devon,TQ5 9HW,50.38945007,-3.513809919,R1G,Torbay and Southern Devon Health and Care NHS Trust
39945,R1G10,Hospital,Hospital,NHS Sector,Visible,TRUE,Dartmouth Community Hospital,,South Embankment,Mansion House Street,Dartmouth,Devon,TQ6 9BD,50.35029602,-3.57765913,R1G,Torbay and Southern Devon Health and Care NHS Trust
39946,R1G55,Hospital,Hospital,NHS Sector,Visible,TRUE,Kingsbridge (South Hams) Community Hospital,,Plymouth Road,,Kingsbridge,Devon,,,,R1G,Torbay and Southern Devon Health and Care NHS Trust
39947,R1G12,Hospital,Hospital,NHS Sector,Visible,TRUE,Newton Abbot Community Hospital,,West Golds Road,Jetty Marsh,Newton Abbot,Devon,TQ12 2TS,50.53926849,-3.61222434,R1G,Torbay and Southern Devon Health and Care NHS Trust
39955,R1H12,Hospital,Hospital,NHS Sector,Visible,TRUE,The Royal London Hospital,Whitechapel,,,London,,E1 1BZ,51.51903534,-5.92E-02,R1H,Barts Health NHS Trust
39957,R1H13,Hospital,Hospital,NHS Sector,Visible,TRUE,Mile End Hospital,Bancroft Road,,,London,,E1 4DG,51.52450562,-4.26E-02,R1H,Barts Health NHS Trust
39958,R1H83,Hospital,Hospital,NHS Sector,Visible,TRUE,The London Chest Hospital,Bonner Road,,,London,,E2 9JX,51.5321846,-4.95E-02,R1H,Barts Health NHS Trust
39964,R1HKH,Hospital,Hospital,NHS Sector,Visible,TRUE,Whipps Cross University Hospital,Whipps Cross Road,,,London,,E11 1NR,51.57830429,2.88E-03,R1H,Barts Health NHS Trust
39966,R1HM0,Hospital,Hospital,NHS Sector,Visible,TRUE,St Bartholomew's Hospital,West Smithfield,,,London,,EC1A 7BE,51.51701355,-1.00E-01,R1H,Barts Health NHS Trust
